"facilityid","facilityname","siteaddress","streetnumber","streetdirection","streetname","streettype","streetunit","city","state","zip","typeoffacility","categoryoffacility","inspectiontype","inspectiondate","violationcode","violation","violationpoints","violationtype","violationstatus","inspectionscore","location"
"FA0000556","MOUNTAIN SUN PUB & BREWERY","1535 PEARL ST","1535",NULL,"PEARL","ST",NULL,"BOULDER","CO","803025408","RESTAURANT 0 TO 100 SEATS","FULL SERVICE FULL MENU","FOLLOW-UP INSPECTION","2015-09-29","02A","Personnel With Infections Restricted",0,"Critical","In",0,"1535 PEARL ST
BOULDER, CO 803025408
(40.018885, -105.275207)"
"FA0000556","MOUNTAIN SUN PUB & BREWERY","1535 PEARL ST","1535",NULL,"PEARL","ST",NULL,"BOULDER","CO","803025408","RESTAURANT 0 TO 100 SEATS","FULL SERVICE FULL MENU","INVESTIGATION INSPECTION","2014-05-23","01A","Approved Source",0,"Critical","In",20,"1535 PEARL ST
BOULDER, CO 803025408
(40.018885, -105.275207)"
"FA0000556","MOUNTAIN SUN PUB & BREWERY","1535 PEARL ST","1535",NULL,"PEARL","ST",NULL,"BOULDER","CO","803025408","RESTAURANT 0 TO 100 SEATS","FULL SERVICE FULL MENU","ACTIVE MANAGEMENT CONTROL (AMC)","2017-03-27","AM3","All Staff Receive Formal Food Safety Training",10,"Non-Critical","Full",55,"1535 PEARL ST
BOULDER, CO 803025408
(40.018885, -105.275207)"
"FA0000556","MOUNTAIN SUN PUB & BREWERY","1535 PEARL ST","1535",NULL,"PEARL","ST",NULL,"BOULDER","CO","803025408","RESTAURANT 0 TO 100 SEATS","FULL SERVICE FULL MENU","FOLLOW-UP INSPECTION","2015-09-29","09B","Food Protected from Contamination",0,"Non-Critical","Not Observed",0,"1535 PEARL ST
BOULDER, CO 803025408
(40.018885, -105.275207)"
"FA0000556","MOUNTAIN SUN PUB & BREWERY","1535 PEARL ST","1535",NULL,"PEARL","ST",NULL,"BOULDER","CO","803025408","RESTAURANT 0 TO 100 SEATS","FULL SERVICE FULL MENU","FOLLOW-UP INSPECTION","2015-09-29","03B","Rapidly Reheat to 165 Degrees or Greater",0,"Critical","Not Observed",0,"1535 PEARL ST
BOULDER, CO 803025408
(40.018885, -105.275207)"
"FA0000556","MOUNTAIN SUN PUB & BREWERY","1535 PEARL ST","1535",NULL,"PEARL","ST",NULL,"BOULDER","CO","803025408","RESTAURANT 0 TO 100 SEATS","FULL SERVICE FULL MENU","INVESTIGATION INSPECTION","2014-05-23","02C","Hands Washed As Needed",0,"Critical","In",20,"1535 PEARL ST
BOULDER, CO 803025408
(40.018885, -105.275207)"
"FA0000556","MOUNTAIN SUN PUB & BREWERY","1535 PEARL ST","1535",NULL,"PEARL","ST",NULL,"BOULDER","CO","803025408","RESTAURANT 0 TO 100 SEATS","FULL SERVICE FULL MENU","ACTIVE MANAGEMENT CONTROL (AMC)","2015-08-18","AM7","Private Corporate Food Safety Inspections",10,"Non-Critical","In",35,"1535 PEARL ST
BOULDER, CO 803025408
(40.018885, -105.275207)"
"FA0000556","MOUNTAIN SUN PUB & BREWERY","1535 PEARL ST","1535",NULL,"PEARL","ST",NULL,"BOULDER","CO","803025408","RESTAURANT 0 TO 100 SEATS","FULL SERVICE FULL MENU","ACTIVE MANAGEMENT CONTROL (AMC)","2015-08-18","AM24","Document Food Temperatures Frequently Cooling Initial Cook Receiving & Reheating",5,"Non-Critical","In",35,"1535 PEARL ST
BOULDER, CO 803025408
(40.018885, -105.275207)"
"FA0000556","MOUNTAIN SUN PUB & BREWERY","1535 PEARL ST","1535",NULL,"PEARL","ST",NULL,"BOULDER","CO","803025408","RESTAURANT 0 TO 100 SEATS","FULL SERVICE FULL MENU","INVESTIGATION INSPECTION","2014-05-23","15B","Linen Properly Stored",0,"Non-Critical","Not Observed",20,"1535 PEARL ST
BOULDER, CO 803025408
(40.018885, -105.275207)"
"FA0000556","MOUNTAIN SUN PUB & BREWERY","1535 PEARL ST","1535",NULL,"PEARL","ST",NULL,"BOULDER","CO","803025408","RESTAURANT 0 TO 100 SEATS","FULL SERVICE FULL MENU","FOLLOW-UP INSPECTION","2015-09-29","10B","Non-Food Contact Surfaces Construction",0,"Non-Critical","Not Observed",0,"1535 PEARL ST
BOULDER, CO 803025408
(40.018885, -105.275207)"
"FA0000556","MOUNTAIN SUN PUB & BREWERY","1535 PEARL ST","1535",NULL,"PEARL","ST",NULL,"BOULDER","CO","803025408","RESTAURANT 0 TO 100 SEATS","FULL SERVICE FULL MENU","INVESTIGATION INSPECTION","2014-05-23","02G","No Bare Hand Contact",0,"Critical","In",20,"1535 PEARL ST
BOULDER, CO 803025408
(40.018885, -105.275207)"
"FA0000556","MOUNTAIN SUN PUB & BREWERY","1535 PEARL ST","1535",NULL,"PEARL","ST",NULL,"BOULDER","CO","803025408","RESTAURANT 0 TO 100 SEATS","FULL SERVICE FULL MENU","FOLLOW-UP INSPECTION","2015-09-29","12D","Wiping Cloths",0,"Non-Critical","Not Observed",0,"1535 PEARL ST
BOULDER, CO 803025408
(40.018885, -105.275207)"
"FA0000556","MOUNTAIN SUN PUB & BREWERY","1535 PEARL ST","1535",NULL,"PEARL","ST",NULL,"BOULDER","CO","803025408","RESTAURANT 0 TO 100 SEATS","FULL SERVICE FULL MENU","FOLLOW-UP INSPECTION","2015-09-29","11C","Chemical Test Kits Provided Accessible",0,"Non-Critical","Not Observed",0,"1535 PEARL ST
BOULDER, CO 803025408
(40.018885, -105.275207)"
"FA0000556","MOUNTAIN SUN PUB & BREWERY","1535 PEARL ST","1535",NULL,"PEARL","ST",NULL,"BOULDER","CO","803025408","RESTAURANT 0 TO 100 SEATS","FULL SERVICE FULL MENU","FOLLOW-UP INSPECTION","2015-09-29","11B","Dishmachine With Accurate Thermometer & Gauge Cock",0,"Non-Critical","Not Observed",0,"1535 PEARL ST
BOULDER, CO 803025408
(40.018885, -105.275207)"
"FA0000556","MOUNTAIN SUN PUB & BREWERY","1535 PEARL ST","1535",NULL,"PEARL","ST",NULL,"BOULDER","CO","803025408","RESTAURANT 0 TO 100 SEATS","FULL SERVICE FULL MENU","INVESTIGATION INSPECTION","2014-05-23","02D","Hygienic Practices",5,"Critical","Out",20,"1535 PEARL ST
BOULDER, CO 803025408
(40.018885, -105.275207)"
"FA0000556","MOUNTAIN SUN PUB & BREWERY","1535 PEARL ST","1535",NULL,"PEARL","ST",NULL,"BOULDER","CO","803025408","RESTAURANT 0 TO 100 SEATS","FULL SERVICE FULL MENU","FOLLOW-UP INSPECTION","2015-09-29","01F","Consumer Advisory",0,"Critical","Not Observed",0,"1535 PEARL ST
BOULDER, CO 803025408
(40.018885, -105.275207)"
"FA0000556","MOUNTAIN SUN PUB & BREWERY","1535 PEARL ST","1535",NULL,"PEARL","ST",NULL,"BOULDER","CO","803025408","RESTAURANT 0 TO 100 SEATS","FULL SERVICE FULL MENU","ACTIVE MANAGEMENT CONTROL (AMC)","2017-03-27","AM22","Do You Have a Dial Thermometer",0,"Non-Critical","Full",55,"1535 PEARL ST
BOULDER, CO 803025408
(40.018885, -105.275207)"
"FA0000556","MOUNTAIN SUN PUB & BREWERY","1535 PEARL ST","1535",NULL,"PEARL","ST",NULL,"BOULDER","CO","803025408","RESTAURANT 0 TO 100 SEATS","FULL SERVICE FULL MENU","INVESTIGATION INSPECTION","2014-05-23","02A","Personnel With Infections Restricted",0,"Critical","Not Observed",20,"1535 PEARL ST
BOULDER, CO 803025408
(40.018885, -105.275207)"
"FA0000556","MOUNTAIN SUN PUB & BREWERY","1535 PEARL ST","1535",NULL,"PEARL","ST",NULL,"BOULDER","CO","803025408","RESTAURANT 0 TO 100 SEATS","FULL SERVICE FULL MENU","INVESTIGATION INSPECTION","2014-05-23","13A","Equipment Utensils Provided Used, Stored",0,"Non-Critical","Not Observed",20,"1535 PEARL ST
BOULDER, CO 803025408
(40.018885, -105.275207)"
"FA0000556","MOUNTAIN SUN PUB & BREWERY","1535 PEARL ST","1535",NULL,"PEARL","ST",NULL,"BOULDER","CO","803025408","RESTAURANT 0 TO 100 SEATS","FULL SERVICE FULL MENU","FOLLOW-UP INSPECTION","2015-09-29","14B","Garbage and Refuse",0,"Non-Critical","Not Observed",0,"1535 PEARL ST
BOULDER, CO 803025408
(40.018885, -105.275207)"
"FA0000556","MOUNTAIN SUN PUB & BREWERY","1535 PEARL ST","1535",NULL,"PEARL","ST",NULL,"BOULDER","CO","803025408","RESTAURANT 0 TO 100 SEATS","FULL SERVICE FULL MENU","INVESTIGATION INSPECTION","2014-05-23","11A","Refrigeration Units With Accurate Thermometers",0,"Non-Critical","Not Observed",20,"1535 PEARL ST
BOULDER, CO 803025408
(40.018885, -105.275207)"
"FA0000556","MOUNTAIN SUN PUB & BREWERY","1535 PEARL ST","1535",NULL,"PEARL","ST",NULL,"BOULDER","CO","803025408","RESTAURANT 0 TO 100 SEATS","FULL SERVICE FULL MENU","INVESTIGATION INSPECTION","2014-05-23","10A","Food-Contact Surfaces Construction",0,"Non-Critical","Not Observed",20,"1535 PEARL ST
BOULDER, CO 803025408
(40.018885, -105.275207)"
"FA0000556","MOUNTAIN SUN PUB & BREWERY","1535 PEARL ST","1535",NULL,"PEARL","ST",NULL,"BOULDER","CO","803025408","RESTAURANT 0 TO 100 SEATS","FULL SERVICE FULL MENU","INVESTIGATION INSPECTION","2014-05-23","13C","No Reuse of Single Service Articles",0,"Non-Critical","Not Observed",20,"1535 PEARL ST
BOULDER, CO 803025408
(40.018885, -105.275207)"
"FA0000556","MOUNTAIN SUN PUB & BREWERY","1535 PEARL ST","1535",NULL,"PEARL","ST",NULL,"BOULDER","CO","803025408","RESTAURANT 0 TO 100 SEATS","FULL SERVICE FULL MENU","FOLLOW-UP INSPECTION","2015-09-29","05A","Safe Water Source",0,"Critical","Not Observed",0,"1535 PEARL ST
BOULDER, CO 803025408
(40.018885, -105.275207)"
"FA0000556","MOUNTAIN SUN PUB & BREWERY","1535 PEARL ST","1535",NULL,"PEARL","ST",NULL,"BOULDER","CO","803025408","RESTAURANT 0 TO 100 SEATS","FULL SERVICE FULL MENU","FOLLOW-UP INSPECTION","2015-09-29","04A","Manual",0,"Critical","Not Observed",0,"1535 PEARL ST
BOULDER, CO 803025408
(40.018885, -105.275207)"
"FA0000556","MOUNTAIN SUN PUB & BREWERY","1535 PEARL ST","1535",NULL,"PEARL","ST",NULL,"BOULDER","CO","803025408","RESTAURANT 0 TO 100 SEATS","FULL SERVICE FULL MENU","INVESTIGATION INSPECTION","2014-05-23","04C","In Place",0,"Critical","In",20,"1535 PEARL ST
BOULDER, CO 803025408
(40.018885, -105.275207)"
"FA0000556","MOUNTAIN SUN PUB & BREWERY","1535 PEARL ST","1535",NULL,"PEARL","ST",NULL,"BOULDER","CO","803025408","RESTAURANT 0 TO 100 SEATS","FULL SERVICE FULL MENU","ACTIVE MANAGEMENT CONTROL (AMC)","2017-03-27","AM19","Written Employee Illness Policy",5,"Non-Critical","Full",55,"1535 PEARL ST
BOULDER, CO 803025408
(40.018885, -105.275207)"
"FA0000556","MOUNTAIN SUN PUB & BREWERY","1535 PEARL ST","1535",NULL,"PEARL","ST",NULL,"BOULDER","CO","803025408","RESTAURANT 0 TO 100 SEATS","FULL SERVICE FULL MENU","INVESTIGATION INSPECTION","2014-05-23","02B","Wounds Properly Covered",0,"Critical","Not Observed",20,"1535 PEARL ST
BOULDER, CO 803025408
(40.018885, -105.275207)"
"FA0000556","MOUNTAIN SUN PUB & BREWERY","1535 PEARL ST","1535",NULL,"PEARL","ST",NULL,"BOULDER","CO","803025408","RESTAURANT 0 TO 100 SEATS","FULL SERVICE FULL MENU","ACTIVE MANAGEMENT CONTROL (AMC)","2017-03-27","AM10","Document Handwashing Glove Use",10,"Non-Critical","In",55,"1535 PEARL ST
BOULDER, CO 803025408
(40.018885, -105.275207)"
"FA0000556","MOUNTAIN SUN PUB & BREWERY","1535 PEARL ST","1535",NULL,"PEARL","ST",NULL,"BOULDER","CO","803025408","RESTAURANT 0 TO 100 SEATS","FULL SERVICE FULL MENU","INVESTIGATION INSPECTION","2014-05-23","03D","Required Cooking Temperature",0,"Critical","In",20,"1535 PEARL ST
BOULDER, CO 803025408
(40.018885, -105.275207)"
"FA0000556","MOUNTAIN SUN PUB & BREWERY","1535 PEARL ST","1535",NULL,"PEARL","ST",NULL,"BOULDER","CO","803025408","RESTAURANT 0 TO 100 SEATS","FULL SERVICE FULL MENU","ACTIVE MANAGEMENT CONTROL (AMC)","2017-03-27","AM1","Certified Food Safety Manager",10,"Non-Critical","Full",55,"1535 PEARL ST
BOULDER, CO 803025408
(40.018885, -105.275207)"
"FA0000556","MOUNTAIN SUN PUB & BREWERY","1535 PEARL ST","1535",NULL,"PEARL","ST",NULL,"BOULDER","CO","803025408","RESTAURANT 0 TO 100 SEATS","FULL SERVICE FULL MENU","INVESTIGATION INSPECTION","2014-05-23","02F","Training Needed",0,"Critical","In",20,"1535 PEARL ST
BOULDER, CO 803025408
(40.018885, -105.275207)"
"FA0000556","MOUNTAIN SUN PUB & BREWERY","1535 PEARL ST","1535",NULL,"PEARL","ST",NULL,"BOULDER","CO","803025408","RESTAURANT 0 TO 100 SEATS","FULL SERVICE FULL MENU","INVESTIGATION INSPECTION","2014-05-23","10C","Dishwashing Facilities",0,"Non-Critical","Not Observed",20,"1535 PEARL ST
BOULDER, CO 803025408
(40.018885, -105.275207)"
"FA0000556","MOUNTAIN SUN PUB & BREWERY","1535 PEARL ST","1535",NULL,"PEARL","ST",NULL,"BOULDER","CO","803025408","RESTAURANT 0 TO 100 SEATS","FULL SERVICE FULL MENU","FOLLOW-UP INSPECTION","2015-09-29","13A","Equipment Utensils Provided Used, Stored",0,"Non-Critical","Not Observed",0,"1535 PEARL ST
BOULDER, CO 803025408
(40.018885, -105.275207)"
"FA0000556","MOUNTAIN SUN PUB & BREWERY","1535 PEARL ST","1535",NULL,"PEARL","ST",NULL,"BOULDER","CO","803025408","RESTAURANT 0 TO 100 SEATS","FULL SERVICE FULL MENU","INVESTIGATION INSPECTION","2014-05-23","14G","Premises Maintained",0,"Non-Critical","Not Observed",20,"1535 PEARL ST
BOULDER, CO 803025408
(40.018885, -105.275207)"
"FA0000556","MOUNTAIN SUN PUB & BREWERY","1535 PEARL ST","1535",NULL,"PEARL","ST",NULL,"BOULDER","CO","803025408","RESTAURANT 0 TO 100 SEATS","FULL SERVICE FULL MENU","FOLLOW-UP INSPECTION","2015-09-29","14G","Premises Maintained",0,"Non-Critical","Not Observed",0,"1535 PEARL ST
BOULDER, CO 803025408
(40.018885, -105.275207)"
"FA0000556","MOUNTAIN SUN PUB & BREWERY","1535 PEARL ST","1535",NULL,"PEARL","ST",NULL,"BOULDER","CO","803025408","RESTAURANT 0 TO 100 SEATS","FULL SERVICE FULL MENU","INVESTIGATION INSPECTION","2014-05-23","01E","Date Marking",0,"Critical","Not Applicable",20,"1535 PEARL ST
BOULDER, CO 803025408
(40.018885, -105.275207)"
"FA0000556","MOUNTAIN SUN PUB & BREWERY","1535 PEARL ST","1535",NULL,"PEARL","ST",NULL,"BOULDER","CO","803025408","RESTAURANT 0 TO 100 SEATS","FULL SERVICE FULL MENU","INVESTIGATION INSPECTION","2014-05-23","14C","Floors Walls Ceilings",0,"Non-Critical","Not Observed",20,"1535 PEARL ST
BOULDER, CO 803025408
(40.018885, -105.275207)"
"FA0000556","MOUNTAIN SUN PUB & BREWERY","1535 PEARL ST","1535",NULL,"PEARL","ST",NULL,"BOULDER","CO","803025408","RESTAURANT 0 TO 100 SEATS","FULL SERVICE FULL MENU","INVESTIGATION INSPECTION","2014-05-23","03G","Adequate Equipment to Maintain Food Temperatures",0,"Critical","In",20,"1535 PEARL ST
BOULDER, CO 803025408
(40.018885, -105.275207)"
"FA0000556","MOUNTAIN SUN PUB & BREWERY","1535 PEARL ST","1535",NULL,"PEARL","ST",NULL,"BOULDER","CO","803025408","RESTAURANT 0 TO 100 SEATS","FULL SERVICE FULL MENU","INVESTIGATION INSPECTION","2014-05-23","13B","Single Service Articles Stored Dispensed Used",0,"Non-Critical","Not Observed",20,"1535 PEARL ST
BOULDER, CO 803025408
(40.018885, -105.275207)"
"FA0000556","MOUNTAIN SUN PUB & BREWERY","1535 PEARL ST","1535",NULL,"PEARL","ST",NULL,"BOULDER","CO","803025408","RESTAURANT 0 TO 100 SEATS","FULL SERVICE FULL MENU","INVESTIGATION INSPECTION","2014-05-23","12A","Food Contact Surfaces Cleaning",0,"Non-Critical","Not Observed",20,"1535 PEARL ST
BOULDER, CO 803025408
(40.018885, -105.275207)"
"FA0000556","MOUNTAIN SUN PUB & BREWERY","1535 PEARL ST","1535",NULL,"PEARL","ST",NULL,"BOULDER","CO","803025408","RESTAURANT 0 TO 100 SEATS","FULL SERVICE FULL MENU","FOLLOW-UP INSPECTION","2015-09-29","12B","Non-Food Contact Surfaces Cleaning",0,"Non-Critical","Not Observed",0,"1535 PEARL ST
BOULDER, CO 803025408
(40.018885, -105.275207)"
"FA0000556","MOUNTAIN SUN PUB & BREWERY","1535 PEARL ST","1535",NULL,"PEARL","ST",NULL,"BOULDER","CO","803025408","RESTAURANT 0 TO 100 SEATS","FULL SERVICE FULL MENU","FOLLOW-UP INSPECTION","2015-09-29","05B","Hot and Cold Water Under Pressure",0,"Critical","Not Observed",0,"1535 PEARL ST
BOULDER, CO 803025408
(40.018885, -105.275207)"
"FA0000556","MOUNTAIN SUN PUB & BREWERY","1535 PEARL ST","1535",NULL,"PEARL","ST",NULL,"BOULDER","CO","803025408","RESTAURANT 0 TO 100 SEATS","FULL SERVICE FULL MENU","FOLLOW-UP INSPECTION","2015-09-29","02G","No Bare Hand Contact",0,"Critical","In",0,"1535 PEARL ST
BOULDER, CO 803025408
(40.018885, -105.275207)"
"FA0000556","MOUNTAIN SUN PUB & BREWERY","1535 PEARL ST","1535",NULL,"PEARL","ST",NULL,"BOULDER","CO","803025408","RESTAURANT 0 TO 100 SEATS","FULL SERVICE FULL MENU","FOLLOW-UP INSPECTION","2015-09-29","06A","Adequate Number Location Design",0,"Critical","In",0,"1535 PEARL ST
BOULDER, CO 803025408
(40.018885, -105.275207)"
"FA0000556","MOUNTAIN SUN PUB & BREWERY","1535 PEARL ST","1535",NULL,"PEARL","ST",NULL,"BOULDER","CO","803025408","RESTAURANT 0 TO 100 SEATS","FULL SERVICE FULL MENU","INVESTIGATION INSPECTION","2014-05-23","01D","HACCP Plan",0,"Critical","Not Applicable",20,"1535 PEARL ST
BOULDER, CO 803025408
(40.018885, -105.275207)"
"FA0000556","MOUNTAIN SUN PUB & BREWERY","1535 PEARL ST","1535",NULL,"PEARL","ST",NULL,"BOULDER","CO","803025408","RESTAURANT 0 TO 100 SEATS","FULL SERVICE FULL MENU","FOLLOW-UP INSPECTION","2015-09-29","02C","Hands Washed As Needed",0,"Critical","In",0,"1535 PEARL ST
BOULDER, CO 803025408
(40.018885, -105.275207)"
